nombre_cancion,nombre_artista,duracion,oyentes,reproducciones,url
Banana Pancakes,Jack Johnson,191,1276321,10076644,https://www.last.fm/music/Jack+Johnson/_/Banana+Pancakes
Guerrilla Radio,Rage Against the Machine,206,1032374,7187456,https://www.last.fm/music/Rage+Against+the+Machine/_/Guerrilla+Radio
Thoroughfare,Ethel Cain,567,289811,4209152,https://www.last.fm/music/Ethel+Cain/_/Thoroughfare
The Great Escape,Boys Like Girls,208,799030,6432973,https://www.last.fm/music/Boys+Like+Girls/_/The+Great+Escape
Head Like a Hole,Nine Inch Nails,277,747431,6292245,https://www.last.fm/music/Nine+Inch+Nails/_/Head+Like+a+Hole
Waltz #2 (XO),Elliott Smith,278,668880,6456689,https://www.last.fm/music/Elliott+Smith/_/Waltz+%232+(XO)
10 Freaky Girls (with 21 Savage),Metro Boomin,0,672243,9118288,https://www.last.fm/music/Metro+Boomin/_/10+Freaky+Girls+(with+21+Savage)
X (feat. Maluma & Ozuna) - Remix,Nicky Jam,0,234345,1371259,https://www.last.fm/music/Nicky+Jam/_/X+(feat.+Maluma+&+Ozuna)+-+Remix
DeathByDevotion,ADÉLA,196,112304,1055249,https://www.last.fm/music/AD%C3%89LA/_/DeathByDevotion
PARIS,$uicideboy$,111,536697,8917686,https://www.last.fm/music/$uicideboy$/_/PARIS
The Boat I Row,Tame Impala,238,353315,2118407,https://www.last.fm/music/Tame+Impala/_/The+Boat+I+Row
FEAR.,Kendrick Lamar,461,731780,7189577,https://www.last.fm/music/Kendrick+Lamar/_/FEAR.
Territorial Pissings,Nirvana,213,1272024,8513440,https://www.last.fm/music/Nirvana/_/Territorial+Pissings
CN TOWER,PARTYNEXTDOOR,241,257797,2363854,https://www.last.fm/music/PARTYNEXTDOOR/_/CN+TOWER
NO. 9,Playboi Carti,199,415945,4698028,https://www.last.fm/music/Playboi+Carti/_/NO.+9
Never Enough,Loren Allred,207,396839,3382516,https://www.last.fm/music/Loren+Allred/_/Never+Enough
Michelle,Sir Chloe,214,654262,5856490,https://www.last.fm/music/Sir+Chloe/_/Michelle
No Love (with SZA),Summer Walker,231,565665,6608829,https://www.last.fm/music/Summer+Walker/_/No+Love+(with+SZA)
WORK,ATEEZ,172,227386,4592602,https://www.last.fm/music/ATEEZ/_/WORK
Sacrifice (Eat Me Up),ENHYPEN,202,222437,5707935,https://www.last.fm/music/ENHYPEN/_/Sacrifice+(Eat+Me+Up)
Freakum Dress,Beyoncé,196,371353,3538139,https://www.last.fm/music/Beyonc%C3%A9/_/Freakum+Dress
Click Click Boom,Saliva,252,587944,3513502,https://www.last.fm/music/Saliva/_/Click+Click+Boom
Breakaway,Kelly Clarkson,237,907558,6026707,https://www.last.fm/music/Kelly+Clarkson/_/Breakaway
The Ballad Of Matt & Mica,Magdalena Bay,240,254084,2752402,https://www.last.fm/music/Magdalena+Bay/_/The+Ballad+Of+Matt+&+Mica
NOT ME,ILLIT,154,120493,1023120,https://www.last.fm/music/ILLIT/_/NOT+ME
"At The Beach, In Every Life",Gigi Perez,237,144703,1623333,"https://www.last.fm/music/Gigi+Perez/_/At+The+Beach,+In+Every+Life"
Finesse,Drake,182,486014,4595647,https://www.last.fm/music/Drake/_/Finesse
Vilarejo,Marisa Monte,207,283006,2467895,https://www.last.fm/music/Marisa+Monte/_/Vilarejo
Lucky Again,Lykke Li,181,55844,230091,https://www.last.fm/music/Lykke+Li/_/Lucky+Again
Preciso Me Encontrar,Cartola,175,445978,4161621,https://www.last.fm/music/Cartola/_/Preciso+Me+Encontrar
Meu novo mundo,Charlie Brown Jr.,0,231016,2163235,https://www.last.fm/music/Charlie+Brown+Jr./_/Meu+novo+mundo
She's Kinda Hot,5 Seconds of Summer,218,458269,3633430,https://www.last.fm/music/5+Seconds+of+Summer/_/She%27s+Kinda+Hot
Gauchinha,DJ Japa NK,0,45218,212349,https://www.last.fm/music/DJ+Japa+NK/_/Gauchinha
My World,Conan Gray,0,138590,1691765,https://www.last.fm/music/Conan+Gray/_/My+World
Frisky,Dominic Fike,115,228631,2590231,https://www.last.fm/music/Dominic+Fike/_/Frisky
She Knows (feat. Amber Coffman & Cults),J. Cole,296,700811,6720680,https://www.last.fm/music/J.+Cole/_/She+Knows+(feat.+Amber+Coffman+&+Cults)
LABOUR - the cacophony,Paris Paloma,0,218649,2113893,https://www.last.fm/music/Paris+Paloma/_/LABOUR+-+the+cacophony
bamsopoong,ILLIT,139,140784,1493439,https://www.last.fm/music/ILLIT/_/bamsopoong
Empty,Juice WRLD,248,401307,7049417,https://www.last.fm/music/Juice+WRLD/_/Empty
Thirst Trap,Audrey Hobert,0,98752,1319710,https://www.last.fm/music/Audrey+Hobert/_/Thirst+Trap
I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me & You),Fall Out Boy,215,524817,5330822,https://www.last.fm/music/Fall+Out+Boy/_/I%27m+Like+a+Lawyer+With+the+Way+I%27m+Always+Trying+to+Get+You+Off+(Me+&+You)
"you're not gone, you're just dead!",VIOLENT VIRA,175,276753,2773605,"https://www.last.fm/music/VIOLENT+VIRA/_/you%27re+not+gone,+you%27re+just+dead%21"
DotA - radio edit,Basshunter,201,315421,2430009,https://www.last.fm/music/Basshunter/_/DotA+-+radio+edit
DEEP IN YOUR SOUL,Alan Vuong,191,220524,1314409,https://www.last.fm/music/Alan+Vuong/_/DEEP+IN+YOUR+SOUL
Doses & Mimosas,Cherub,323,380553,3485061,https://www.last.fm/music/Cherub/_/Doses+&+Mimosas
The Rhythm of the Night,Corona,263,663849,3353740,https://www.last.fm/music/Corona/_/The+Rhythm+of+the+Night
Safety Zone,j-hope,165,232035,11597815,https://www.last.fm/music/j-hope/_/Safety+Zone
Family Tree,Ethel Cain,430,306990,4183639,https://www.last.fm/music/Ethel+Cain/_/Family+Tree
may you never forget me,Temachii,215,219935,2591979,https://www.last.fm/music/Temachii/_/may+you+never+forget+me
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Taylor Swift,0,508965,6352043,https://www.last.fm/music/Taylor+Swift/_/Everything+Has+Changed+(feat.+Ed+Sheeran)+(Taylor%E2%80%99s+Version)
Never Gonna Give You Up,Rick Astley,212,1402696,8650481,https://www.last.fm/music/Rick+Astley/_/Never+Gonna+Give+You+Up
"Happy - From ""Despicable Me 2""",Pharrell Williams,232,788174,3862359,https://www.last.fm/music/Pharrell+Williams/_/Happy+-+From+%22Despicable+Me+2%22
Money Power Glory,Lana Del Rey,270,750779,8675439,https://www.last.fm/music/Lana+Del+Rey/_/Money+Power+Glory
Six Days - Remix,DJ Shadow,235,282980,2176576,https://www.last.fm/music/DJ+Shadow/_/Six+Days+-+Remix
Sunshine of Your Love,Cream,527,1563990,9097913,https://www.last.fm/music/Cream/_/Sunshine+of+Your+Love
LA COMBI VERSACE,ROSALÍA,160,310795,3799095,https://www.last.fm/music/ROSAL%C3%8DA/_/LA+COMBI+VERSACE
Me and My Broken Heart,Rixton,207,701354,5077412,https://www.last.fm/music/Rixton/_/Me+and+My+Broken+Heart
DIOR LEOPARD,Che,269,83067,1103631,https://www.last.fm/music/Che/_/DIOR+LEOPARD
Marea (We’ve Lost Dancing),Fred again..,285,388586,3984968,https://www.last.fm/music/Fred+again../_/Marea+(We%E2%80%99ve+Lost+Dancing)
Sesame Syrup,Cigarettes After Sex,303,429606,4736406,https://www.last.fm/music/Cigarettes+After+Sex/_/Sesame+Syrup
Comme des Garçons (Like the Boys),Rina Sawayama,181,539954,8087249,https://www.last.fm/music/Rina+Sawayama/_/Comme+des+Gar%C3%A7ons+(Like+the+Boys)
Townie,Mitski,205,484253,6750742,https://www.last.fm/music/Mitski/_/Townie
Voltei Pra Mim,Marina Sena,201,181319,3539988,https://www.last.fm/music/Marina+Sena/_/Voltei+Pra+Mim
Bohemian Rhapsody,Queen,358,2218217,16163181,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody
Come Thru,Drake,236,341897,3290309,https://www.last.fm/music/Drake/_/Come+Thru
ict,Oklou,208,198524,1559817,https://www.last.fm/music/Oklou/_/ict
Pussy & Millions (feat. Travis Scott),Drake,242,528974,7345643,https://www.last.fm/music/Drake/_/Pussy+&+Millions+(feat.+Travis+Scott)
NOT OK,5 Seconds of Summer,206,117932,1689662,https://www.last.fm/music/5+Seconds+of+Summer/_/NOT+OK
Young Millionaire .,fakemink,110,74750,458837,https://www.last.fm/music/fakemink/_/Young+Millionaire+.
9 to 5,Dolly Parton,165,963269,5857035,https://www.last.fm/music/Dolly+Parton/_/9+to+5
Me and the Devil,Soap&Skin,185,482842,4481654,https://www.last.fm/music/Soap&Skin/_/Me+and+the+Devil
Day 1,Red Velvet,206,306783,4172139,https://www.last.fm/music/Red+Velvet/_/Day+1
Bad Time,Lil Tecca,210,276633,3072410,https://www.last.fm/music/Lil+Tecca/_/Bad+Time
See you Soon,beabadoobee,206,363869,4139403,https://www.last.fm/music/beabadoobee/_/See+you+Soon
THE SHADE,Rex Orange County,182,496576,5651406,https://www.last.fm/music/Rex+Orange+County/_/THE+SHADE
Smoke Signals,Phoebe Bridgers,330,565576,8836673,https://www.last.fm/music/Phoebe+Bridgers/_/Smoke+Signals
With You,Chris Brown,255,1005440,6234479,https://www.last.fm/music/Chris+Brown/_/With+You
The Boy Who Could Fly,Pierce the Veil,307,267146,4242655,https://www.last.fm/music/Pierce+the+Veil/_/The+Boy+Who+Could+Fly
Show Me Love (with Tyla),WizTheMc,0,256481,1532628,https://www.last.fm/music/WizTheMc/_/Show+Me+Love+(with+Tyla)
You Really Got Me,The Kinks,136,1224996,6325617,https://www.last.fm/music/The+Kinks/_/You+Really+Got+Me
Why Don't You Get a Job,The Offspring,170,674578,4704615,https://www.last.fm/music/The+Offspring/_/Why+Don%27t+You+Get+a+Job
Miss World,Hole,192,434959,3846719,https://www.last.fm/music/Hole/_/Miss+World
Cry Baby,Melanie Martinez,239,599332,5123730,https://www.last.fm/music/Melanie+Martinez/_/Cry+Baby
Unconditionally,Katy Perry,228,768231,6904947,https://www.last.fm/music/Katy+Perry/_/Unconditionally
Savior,Kendrick Lamar,224,620486,7234508,https://www.last.fm/music/Kendrick+Lamar/_/Savior
Future,j-hope,139,232372,11841193,https://www.last.fm/music/j-hope/_/Future
*Sobs Quietly*,Mom Jeans.,118,245402,3372931,https://www.last.fm/music/Mom+Jeans./_/%2ASobs+Quietly%2A
Cheap Thrills (feat. Sean Paul),Sia,223,483802,2604374,https://www.last.fm/music/Sia/_/Cheap+Thrills+(feat.+Sean+Paul)
We Paid (feat. 42 Dugg),Lil Baby,0,342020,4400391,https://www.last.fm/music/Lil+Baby/_/We+Paid+(feat.+42+Dugg)
All My Loving - Remastered 2009,The Beatles,127,520533,3738684,https://www.last.fm/music/The+Beatles/_/All+My+Loving+-+Remastered+2009
If I Were a Boy,Beyoncé,287,1108469,7580854,https://www.last.fm/music/Beyonc%C3%A9/_/If+I+Were+a+Boy
Snow Flower (feat. Peakboy),V,229,173527,4792524,https://www.last.fm/music/V/_/Snow+Flower+(feat.+Peakboy)
Hacker,Death Grips,275,503867,6580918,https://www.last.fm/music/Death+Grips/_/Hacker
"1, 2 Step (feat. Missy Elliott)",Ciara,202,310089,1204484,"https://www.last.fm/music/Ciara/_/1,+2+Step+(feat.+Missy+Elliott)"
Talk Of The Town,Fred again..,193,95667,539746,https://www.last.fm/music/Fred+again../_/Talk+Of+The+Town
The First Punch,Pierce the Veil,205,261134,3266417,https://www.last.fm/music/Pierce+the+Veil/_/The+First+Punch
For Fun,Lil Uzi Vert,188,319449,3978259,https://www.last.fm/music/Lil+Uzi+Vert/_/For+Fun
Secrets,OneRepublic,224,989239,8168370,https://www.last.fm/music/OneRepublic/_/Secrets
Get Low,Lil Jon & The East Side Boyz,144,615587,2872327,https://www.last.fm/music/Lil+Jon+&+The+East+Side+Boyz/_/Get+Low
Persuasive (with SZA),Doechii,0,335206,2281288,https://www.last.fm/music/Doechii/_/Persuasive+(with+SZA)
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,0,525490,5671994,"https://www.last.fm/music/Freddie+Gibbs/_/Something+to+Rap+About+(feat.+Tyler,+The+Creator)"
Heart of Gold,Neil Young,215,1069133,7145849,https://www.last.fm/music/Neil+Young/_/Heart+of+Gold
A Forest,The Cure,291,1053446,8112855,https://www.last.fm/music/The+Cure/_/A+Forest
fall in love with you.,Montell Fish,132,650612,6532717,https://www.last.fm/music/Montell+Fish/_/fall+in+love+with+you.
"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,177,385299,3845974,"https://www.last.fm/music/TWICE/_/TAKEDOWN+(JEONGYEON,+JIHYO,+CHAEYOUNG)"
V.A.N,Bad Omens,274,217059,2648330,https://www.last.fm/music/Bad+Omens/_/V.A.N
Birds of a Feather,Kind of Like Spitting,239,128760,936428,https://www.last.fm/music/Kind+of+Like+Spitting/_/Birds+of+a+Feather
Kill Me,Hayley Williams,168,198073,1628222,https://www.last.fm/music/Hayley+Williams/_/Kill+Me
Outside All Night (feat. A$AP Rocky & N3WYRKLA),Brent Faiyaz,202,392232,3632130,https://www.last.fm/music/Brent+Faiyaz/_/Outside+All+Night+(feat.+A$AP+Rocky+&+N3WYRKLA)
The Apparition,Sleep Token,268,180144,4104131,https://www.last.fm/music/Sleep+Token/_/The+Apparition
Can You Hear the Music,Ludwig Göransson,110,376069,4266394,https://www.last.fm/music/Ludwig+G%C3%B6ransson/_/Can+You+Hear+the+Music
Kings & Queens,Ava Max,162,616187,6340783,https://www.last.fm/music/Ava+Max/_/Kings+&+Queens
Scared to Be Lonely,Martin Garrix,220,635154,5217460,https://www.last.fm/music/Martin+Garrix/_/Scared+to+Be+Lonely
In My Head,Jason Derulo,207,619029,4348912,https://www.last.fm/music/Jason+Derulo/_/In+My+Head
Delírios,FBC,164,244982,3186765,https://www.last.fm/music/FBC/_/Del%C3%ADrios
Strategy,TWICE,168,432636,4663131,https://www.last.fm/music/TWICE/_/Strategy
Dosed,Red Hot Chili Peppers,311,767612,5445333,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Dosed
i'm yours,Isabel LaRosa,145,641883,5791748,https://www.last.fm/music/Isabel+LaRosa/_/i%27m+yours
Under the Sun (with J. Cole & Lute feat. DaBaby),Dreamville,0,482435,6629905,https://www.last.fm/music/Dreamville/_/Under+the+Sun+(with+J.+Cole+&+Lute+feat.+DaBaby)
Swingin Party - 2008 Remaster,The Replacements,0,296322,2195673,https://www.last.fm/music/The+Replacements/_/Swingin+Party+-+2008+Remaster
Chase,Batta,145,208107,2906724,https://www.last.fm/music/Batta/_/Chase
She Looked Like Me!,Magdalena Bay,193,344293,3269968,https://www.last.fm/music/Magdalena+Bay/_/She+Looked+Like+Me%21
Prayer of the Refugee,Rise Against,207,985481,11229425,https://www.last.fm/music/Rise+Against/_/Prayer+of+the+Refugee
Stop Waiting,Cigarettes After Sex,362,345490,3569498,https://www.last.fm/music/Cigarettes+After+Sex/_/Stop+Waiting
No Time (feat. Gunna),Playboi Carti,219,447477,5620756,https://www.last.fm/music/Playboi+Carti/_/No+Time+(feat.+Gunna)
Candy,Plan B,207,322031,3100225,https://www.last.fm/music/Plan+B/_/Candy
Why Didn't You Stop Me?,Mitski,142,645152,8619551,https://www.last.fm/music/Mitski/_/Why+Didn%27t+You+Stop+Me%3F
START OVER,Tiffany Day,0,32288,217191,https://www.last.fm/music/Tiffany+Day/_/START+OVER
Segredo e Feitiço,NandaTsunami,172,74102,546660,https://www.last.fm/music/NandaTsunami/_/Segredo+e+Feiti%C3%A7o
Caught in the Middle,Paramore,214,409507,4184636,https://www.last.fm/music/Paramore/_/Caught+in+the+Middle
Death With Dignity,Sufjan Stevens,240,634778,7020413,https://www.last.fm/music/Sufjan+Stevens/_/Death+With+Dignity
Believe What I Say,Kanye West,242,616778,8112890,https://www.last.fm/music/Kanye+West/_/Believe+What+I+Say
Not My Fault (with Megan Thee Stallion),Reneé Rapp,170,446257,5972276,https://www.last.fm/music/Rene%C3%A9+Rapp/_/Not+My+Fault+(with+Megan+Thee+Stallion)
Planos,BK,0,196063,2917768,https://www.last.fm/music/BK/_/Planos
Bane,Destroy Lonely,140,389210,6211894,https://www.last.fm/music/Destroy+Lonely/_/Bane
Rain Over Me (feat. Marc Anthony),Pitbull,231,318351,2095791,https://www.last.fm/music/Pitbull/_/Rain+Over+Me+(feat.+Marc+Anthony)
Venus,Lady Gaga,234,477266,8294650,https://www.last.fm/music/Lady+Gaga/_/Venus
Kills,OsamaSon,248,105997,1889512,https://www.last.fm/music/OsamaSon/_/Kills
Hot Rod,Dayglow,204,652575,6702778,https://www.last.fm/music/Dayglow/_/Hot+Rod
rose,Jaydes,126,226645,4219992,https://www.last.fm/music/Jaydes/_/rose
After Hours,Kehlani,202,287243,2882805,https://www.last.fm/music/Kehlani/_/After+Hours
Bette Davis Eyes,Kim Carnes,222,831443,5322104,https://www.last.fm/music/Kim+Carnes/_/Bette+Davis+Eyes
Do It (Yves Remix),underscores,197,64322,458443,https://www.last.fm/music/underscores/_/Do+It+(Yves+Remix)
Moonlight,Ariana Grande,202,523157,6689576,https://www.last.fm/music/Ariana+Grande/_/Moonlight
Our Lady of Sorrows,My Chemical Romance,125,428215,5587455,https://www.last.fm/music/My+Chemical+Romance/_/Our+Lady+of+Sorrows
Why I Love You,JAŸ-Z,0,32581,71126,https://www.last.fm/music/JA%C5%B8-Z/_/Why+I+Love+You
Aura,Lady Gaga,72,372530,5996382,https://www.last.fm/music/Lady+Gaga/_/Aura
the rot,Dean Blunt,223,212309,2570357,https://www.last.fm/music/Dean+Blunt/_/the+rot
Cranes in the Sky,Solange,250,505115,4628549,https://www.last.fm/music/Solange/_/Cranes+in+the+Sky
Have a Baby (With Me),Daniel Caesar,225,216629,1623199,https://www.last.fm/music/Daniel+Caesar/_/Have+a+Baby+(With+Me)
Slime You Out (feat. SZA),Drake,310,522617,5221935,https://www.last.fm/music/Drake/_/Slime+You+Out+(feat.+SZA)
Not Shy,ITZY,177,433063,7146375,https://www.last.fm/music/ITZY/_/Not+Shy
Talk Down,Dijon,151,239054,2536896,https://www.last.fm/music/Dijon/_/Talk+Down
Slow Dancing in a Burning Room,John Mayer,395,943918,9351397,https://www.last.fm/music/John+Mayer/_/Slow+Dancing+in+a+Burning+Room
If You Lie Down with Me,Lana Del Rey,265,440860,8263818,https://www.last.fm/music/Lana+Del+Rey/_/If+You+Lie+Down+with+Me
you were mine,Esha Tewari,221,158564,1612189,https://www.last.fm/music/Esha+Tewari/_/you+were+mine
インフェルノ,Mrs. GREEN APPLE,212,325728,3860876,https://www.last.fm/music/Mrs.+GREEN+APPLE/_/%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8E
IT GIRL,Aliyah's Interlude,161,507971,4290059,https://www.last.fm/music/Aliyah%27s+Interlude/_/IT+GIRL
Children,Robert Miles,242,594339,3369370,https://www.last.fm/music/Robert+Miles/_/Children
Could Have Been Me,The Struts,205,348356,3088627,https://www.last.fm/music/The+Struts/_/Could+Have+Been+Me
Flim,Aphex Twin,177,692680,5867104,https://www.last.fm/music/Aphex+Twin/_/Flim
Nosebleeds,Doechii,102,304317,1887056,https://www.last.fm/music/Doechii/_/Nosebleeds
Talk That Talk,Rihanna,0,441413,3211176,https://www.last.fm/music/Rihanna/_/Talk+That+Talk
I Could Die for You,Red Hot Chili Peppers,192,730558,4502402,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/I+Could+Die+for+You
Strawberry Wine,Noah Kahan,285,215279,3023699,https://www.last.fm/music/Noah+Kahan/_/Strawberry+Wine
Run To The Sun,N.E.R.D,291,212655,1553272,https://www.last.fm/music/N.E.R.D/_/Run+To+The+Sun
This is home,Cavetown,226,520299,5706982,https://www.last.fm/music/Cavetown/_/This+is+home
Last Kiss,Pearl Jam,196,823720,5719053,https://www.last.fm/music/Pearl+Jam/_/Last+Kiss
ICU,Phoebe Bridgers,190,519181,9588142,https://www.last.fm/music/Phoebe+Bridgers/_/ICU
Die For Me,ZAYN,180,71389,516445,https://www.last.fm/music/ZAYN/_/Die+For+Me
Butter (Megan Thee Stallion Remix),BTS,0,129457,1309472,https://www.last.fm/music/BTS/_/Butter+(Megan+Thee+Stallion+Remix)
Cherry Blossom Girl,Air,219,801215,5124660,https://www.last.fm/music/Air/_/Cherry+Blossom+Girl
Fake Love,Drake,210,677808,5882596,https://www.last.fm/music/Drake/_/Fake+Love
Unknown / Nth,Hozier,280,376498,5149529,https://www.last.fm/music/Hozier/_/Unknown+%2F+Nth
Jemma,Dead Calm,114,117347,677727,https://www.last.fm/music/Dead+Calm/_/Jemma
Machine Gun,Slowdive,262,636249,6151279,https://www.last.fm/music/Slowdive/_/Machine+Gun
Pasilyo,SunKissed Lola,270,239783,4333372,https://www.last.fm/music/SunKissed+Lola/_/Pasilyo
Englishman in New York,Sting,265,878148,5804532,https://www.last.fm/music/Sting/_/Englishman+in+New+York
"Holy, Holy",Geordie Greep,508,241132,3091314,"https://www.last.fm/music/Geordie+Greep/_/Holy,+Holy"
High Enough,K.Flay,231,625102,5358282,https://www.last.fm/music/K.Flay/_/High+Enough
Hells Bells,AC/DC,312,1031889,7256440,https://www.last.fm/music/AC%2FDC/_/Hells+Bells
If You Do,GOT7,210,208904,2056181,https://www.last.fm/music/GOT7/_/If+You+Do
make it bleed,nettspend,121,36256,192019,https://www.last.fm/music/nettspend/_/make+it+bleed
Two Weeks,Grizzly Bear,243,1200730,12319205,https://www.last.fm/music/Grizzly+Bear/_/Two+Weeks
My Life,Billy Joel,231,705745,3971814,https://www.last.fm/music/Billy+Joel/_/My+Life
You're the One,KAYTRANADA,227,464148,4549208,https://www.last.fm/music/KAYTRANADA/_/You%27re+the+One
Paul Revere,Noah Kahan,213,186052,3104651,https://www.last.fm/music/Noah+Kahan/_/Paul+Revere
Defying Gravity,Cynthia Erivo,459,458943,5300625,https://www.last.fm/music/Cynthia+Erivo/_/Defying+Gravity
Feel the Fiyaaaah (with A$AP Rocky & feat. Takeoff),Metro Boomin,189,487185,6480000,https://www.last.fm/music/Metro+Boomin/_/Feel+the+Fiyaaaah+(with+A$AP+Rocky+&+feat.+Takeoff)
Andromeda (feat. DRAM),Gorillaz,197,485765,4091267,https://www.last.fm/music/Gorillaz/_/Andromeda+(feat.+DRAM)
This Girl (Kungs vs. Cookin' on 3 Burners),Kungs,195,598026,4145849,https://www.last.fm/music/Kungs/_/This+Girl+(Kungs+vs.+Cookin%27+on+3+Burners)
Electioneering,Radiohead,209,1382906,9958396,https://www.last.fm/music/Radiohead/_/Electioneering
Video Shoot,Chief Keef,0,16447,41065,https://www.last.fm/music/Chief+Keef/_/Video+Shoot
On & On,Cartoon,207,349375,2720988,https://www.last.fm/music/Cartoon/_/On+&+On
Be Yourself,Frank Ocean,87,859395,8068526,https://www.last.fm/music/Frank+Ocean/_/Be+Yourself
Blind Spots,C418,328,228649,1878006,https://www.last.fm/music/C418/_/Blind+Spots
RATATATA,BABYMETAL,0,228108,3177871,https://www.last.fm/music/BABYMETAL/_/RATATATA
Zombie,The Cranberries,307,2514869,21188297,https://www.last.fm/music/The+Cranberries/_/Zombie
Wings,Mac Miller,250,470706,5102931,https://www.last.fm/music/Mac+Miller/_/Wings
At Last,Etta James,180,1114747,6187450,https://www.last.fm/music/Etta+James/_/At+Last
Cherry Wine,grentperez,173,427094,6208935,https://www.last.fm/music/grentperez/_/Cherry+Wine
Nxde,i-dle,0,162653,843402,https://www.last.fm/music/i-dle/_/Nxde
Baby Got Back,Sir Mix-A-Lot,262,683444,3546837,https://www.last.fm/music/Sir+Mix-A-Lot/_/Baby+Got+Back
The Sky,Slayr,219,40592,310626,https://www.last.fm/music/Slayr/_/The+Sky
ATLiens,OutKast,230,656654,4779020,https://www.last.fm/music/OutKast/_/ATLiens
All In,Earl Sweatshirt,0,208488,2013221,https://www.last.fm/music/Earl+Sweatshirt/_/All+In
Let You Down,NF,209,599326,6687248,https://www.last.fm/music/NF/_/Let+You+Down
Light My Fire,The Doors,426,1548394,10522263,https://www.last.fm/music/The+Doors/_/Light+My+Fire
2TONE,Yeat,0,145304,1379392,https://www.last.fm/music/Yeat/_/2TONE
Slipfast,ROLE MODEL,192,137315,1708940,https://www.last.fm/music/ROLE+MODEL/_/Slipfast
White Teeth Teens,Lorde,216,674696,6389011,https://www.last.fm/music/Lorde/_/White+Teeth+Teens
Cottonwood,Twenty One Pilots,188,131862,1953874,https://www.last.fm/music/Twenty+One+Pilots/_/Cottonwood
Virtual Angel,ARTMS,173,164631,5312726,https://www.last.fm/music/ARTMS/_/Virtual+Angel
2 Hold U,Clairo,118,493831,4037066,https://www.last.fm/music/Clairo/_/2+Hold+U
Hey Jude,The Beatles,426,1305825,8989243,https://www.last.fm/music/The+Beatles/_/Hey+Jude
"Heartbeat, Heartbreak",Shihoko Hirata,214,144634,1839322,"https://www.last.fm/music/Shihoko+Hirata/_/Heartbeat,+Heartbreak"
gym class,Lil Peep,217,351988,6008964,https://www.last.fm/music/Lil+Peep/_/gym+class
FOR THE LAST TIME,$uicideboy$,156,386266,6721739,https://www.last.fm/music/$uicideboy$/_/FOR+THE+LAST+TIME
Hands up!,6arelyhuman,135,404345,5191566,https://www.last.fm/music/6arelyhuman/_/Hands+up%21
Little Bit,Lykke Li,274,897841,7763041,https://www.last.fm/music/Lykke+Li/_/Little+Bit
Phone (Interlude),Slayr,128,39672,309395,https://www.last.fm/music/Slayr/_/Phone+(Interlude)
Older,Isabel LaRosa,137,494731,4953837,https://www.last.fm/music/Isabel+LaRosa/_/Older
Lipgloss (feat. CupcakKe),Charli xcx,234,250260,2700173,https://www.last.fm/music/Charli+xcx/_/Lipgloss+(feat.+CupcakKe)
style,2hollis,99,188064,2672361,https://www.last.fm/music/2hollis/_/style
Goodbye,The Sundays,396,285049,1853286,https://www.last.fm/music/The+Sundays/_/Goodbye
Kyouran Hey Kids!!,THE ORAL CIGARETTES,249,349974,4169232,https://www.last.fm/music/THE+ORAL+CIGARETTES/_/Kyouran+Hey+Kids%21%21
Iron Man - 2009 Remaster,Black Sabbath,364,321887,1503787,https://www.last.fm/music/Black+Sabbath/_/Iron+Man+-+2009+Remaster
work,no na,145,45544,400875,https://www.last.fm/music/no+na/_/work
Funny Mouth,Charli xcx,213,125151,459603,https://www.last.fm/music/Charli+xcx/_/Funny+Mouth
TOO MUCH,The Kid LAROI,203,340751,9203137,https://www.last.fm/music/The+Kid+LAROI/_/TOO+MUCH
Situations,Escape The Fate,189,635077,6208771,https://www.last.fm/music/Escape+The+Fate/_/Situations
Tongue,GFOTY,161,113090,1145424,https://www.last.fm/music/GFOTY/_/Tongue
In The Modern World,Fontaines D.C.,266,245190,2539854,https://www.last.fm/music/Fontaines+D.C./_/In+The+Modern+World
I'm On One,DJ Khaled,299,300874,2268948,https://www.last.fm/music/DJ+Khaled/_/I%27m+On+One
1 Thing,Amerie,211,750324,4578089,https://www.last.fm/music/Amerie/_/1+Thing
Gimme Chocolate!!,BABYMETAL,283,500494,4406923,https://www.last.fm/music/BABYMETAL/_/Gimme+Chocolate%21%21
Future Perfect (Pass the Mic),ENHYPEN,179,290447,6224836,https://www.last.fm/music/ENHYPEN/_/Future+Perfect+(Pass+the+Mic)
Lights Burn Dimmer,Fred again..,261,55162,245530,https://www.last.fm/music/Fred+again../_/Lights+Burn+Dimmer
Doja,Central Cee,90,673360,7617740,https://www.last.fm/music/Central+Cee/_/Doja
Girls,The Dare,119,424895,4598227,https://www.last.fm/music/The+Dare/_/Girls
A.D.I.D.A.S.,Korn,154,618853,5108337,https://www.last.fm/music/Korn/_/A.D.I.D.A.S.
El Perdedor,Maluma,209,240484,1937389,https://www.last.fm/music/Maluma/_/El+Perdedor
